overall,vote,reviewTime,reviewerID,asin,reviewText,summary,negative,neutral,positive,compound
3.0,,2004-11-06,AFBXQDFJF33VS,B00005BHK9,"not great, but good.  we got this at 6-months for our son and although he could bang it didn't make sound for him because his touch was so light. it became a hit at 14-months. watch out! toddlers who can throw may do some damage with this one. my 16-month old hurled it across the family room. heads up!",good addition to other leap toys,0.156,0.844,0.0,-0.879
3.0,,2016-10-27,A1FE0XEM9X5EB1,B00005BPIK,"inexpensive pool toy that is fine for small kids.

i bought several of these to keep the kids entertained at a rental house.  all of the them held air without an issues and held up to all the abuse that 5 - 11 year old kids could throw at them.

the plastic is cheap and smells a bit.

the seems also irritated some of the kids skin.",inexpensive pool toy that is fine for small kids.,0.103,0.832,0.065,-0.5719
3.0,,2016-02-14,A1NQLTN01DG1K2,B00005BMKX,kids friendly paint but the packaging by amazon is terrible. items are always received opened with missing brush,three stars,0.277,0.558,0.165,-0.5859
1.0,,2015-06-25,A397NDT8IK921A,B00005BQW5,"it came with the rear right tire in bad condition. the detail on this model sucks, it has the corner light painted and the engine looks like a cheap jada model. the interior is full plastic with no detail.

if you are a model enthusiast don't buy it, look for other versions, the car is heavy but the detail is really bad!",one of the worse scale cars i own!,0.156,0.792,0.051,-0.7988
3.0,18,2012-03-17,A1HOPIZF3EL9WT,B00005BQW5,"i'm perplexed...just rec'd my general lee...the color was good, the 01 sized well, the confederate flag proper...yes, the doors don't seem to open (don't want to force but if you look inside, there seems to be a plastic hinge in place) but that would be appropriate to the show...mine has no plates whatsoever but my biggest issue is the picture on the listing with the car in the foreground, box in backround but shows a trunk that opens with a spare tire inside...mine has no opening trunk, not even close. the lid is indented to look like it's 2 pieces but there's no gap at the end by the rear window...very dissappointed considering the limited articulation since the doors don't open....all in all,you get what you get.",just how many versions of this are there?,0.089,0.861,0.051,-0.6262
3.0,,2011-12-02,A3BMZ5W3LE3PWF,B00005BMJ2,"i bought this for my son, who is obsessed with buses/trains/etc.  it's a nice size overall, but ""working"" pieces (ie, the side and front door, stop sign) have already broken off.  the outer shell is of good quality but sign and doors are cheap plastic and broke off the first time they were played with.  these broken pieces are also very small and become instant choking hazards. my son doesn't care about the missing pieces, he still enjoys playing with it.",dissappointed,0.245,0.612,0.144,-0.8977
1.0,,2010-08-27,AGYPM2K9YMLX0,B00005BSHO,"this toy arrived broken.  unfortunately i did not examine it carefully, so that was my own fault, but when i did and my ability to return it was 2 days beyond the limit, i realized that this is a toy that could never hold up to any sort of toddler use.  it is made of the flimsiest plastic on earth!  the handle has a little mechanism that is supposed to snap it in place during operation.  on mine it was ruined just from being folded (as it's supposed to) during shipping, making the toy impossible to use.  even if it had not been broken, i would have been ashamed to give such utter junk to my child!  it's dime-store value.  really, it's rare that i come across something this shabbily made!",junkiest toy of all times,0.143,0.813,0.043,-0.9195
3.0,,2015-08-09,A3KKG6Z3MMEWQ2,B00005BSHO,cut but much shorter than one would think. not good for any one above 4 years.,not good for any one above 4 years,0.264,0.736,0.0,-0.566
1.0,,2013-07-22,AA5NMORH5NH4E,B00005BSHO,"cheap, lightweight plastic that begged to be broken.  no way my toddler could ever have pushed it without the handle snapping off or the wheels breaking.  no real axles, just little nubs holding the wheels in place (which would not turn).  very thin plastic overall.",very flimsy,0.152,0.848,0.0,-0.7579
1.0,,2014-11-03,A2B57TILT2H9WE,B00005BXMZ,the buttons were broken and the spotlight is stuck on. husband has had to do some re-wiring to fix it. would not buy again.,the buttons were broken and the spotlight is stuck on ...,0.188,0.812,0.0,-0.6249
2.0,,2014-01-09,A2MD0P17YDNJ09,B00005BXMZ,not worth the box it is shipped in. i would not recommend this product. it is cheap and mis-leading. it doesn't work at all even in slight darkness. it is a disapointment.,junk,0.176,0.824,0.0,-0.5826
2.0,,2013-08-13,AZ5WCQYNFSS9B,B00005BXMZ,"i realize these would not be very realistic, but they did not last through christmas day.  the lens broke and then were thrown away
a waste of money",cheap product,0.236,0.764,0.0,-0.8126
2.0,,2009-02-14,A81UQY2JL2F6A,B00005BXMZ,i generally do a lot of research into the product reviews before confirming to purchase them. i chose these for the novelty concept and was very disappointed. they fell apart the time my son used them and seemed to be merely a cheap set of binoculars with a small green light on it. you get what you pay for in this case. consider spending the extra money if you are looking for quality.,disappointed,0.068,0.932,0.0,-0.5849
3.0,,2017-04-11,AN09BO5TGZ0QZ,B00005BY8V,"cheaply made, broke within three months and not much usage. definitely not the robots of my childhood.",fun while they lasted,0.252,0.748,0.0,-0.6197
1.0,,2015-03-27,A3FGO8L4L77IJO,B00005BY8V,"big piece of junk! very cheaply made...don't waste your money. it may look the same as the ones from the 70's but it is not! made of all thin plastic, even the ring post won't stay in place, head does not pop up when hit....junk..junk...junk! i wish i could give no stars, but then i would not be able to write this review. i bought two for christmas gifts. i am so embarrassed!",don't waste your money,0.107,0.824,0.069,-0.6101
1.0,,2015-12-27,A1ONU3HAMF91V1,B00005BRPX,"this stuff is destructive! first, it is funny, sounds just like a fart etc . . but my daughter constantly took it out of the plastic ( the only way for it to work is to be used in the container and with the air bubbles, it sounds like a fart) but first my daughter dropped it on carpet and it stuck and clung to every fabric thread and will not come out.  permanent flarp stain on my carpet.  then my daughter thought it would be funny to plop on top of her head and as she said ""look daddy"" all proud, he screamed for me to run in and see what a mess this horrible slime caused on her hair!  it took 2 hours and a jar of mayo to carefully pull out every little piece of slime chunks that cling to hair or anything it can, it literally had to be removed one strand at a time.  i refuse to buy this ever again.  so not even worth the dollar we paid at the store.  yeah kids shouldn't put it on their head, but mine did and who knows what else a kid will stick it on.  the car seats, carpet, the wall etc . .it leaves a residue or if it's fabric, forget it - it's ruined.",do not put on your head! :),0.122,0.788,0.09,-0.8579
1.0,2,2015-12-27,A1ONU3HAMF91V1,B00005BRPX,"this stuff is destructive! first, it is funny, sounds just like a fart etc . . but my daughter constantly took it out of the plastic ( the only way for it to work is to be used in the container and with the air bubbles, it sounds like a fart) but first my daughter dropped it on carpet and it stuck and clung to every fabric thread and will not come out.  permanent flarp stain on my carpet.  then my daughter thought it would be funny to plop on top of her head and as she said ""look daddy"" all proud, he screamed for me to run in and see what a mess this horrible slime caused on her hair!  it took 2 hours and a jar of mayo to carefully pull out every little piece of slime chunks that cling to hair or anything it can, it literally had to be removed one strand at a time.  i refuse to buy this ever again.  so not even worth the dollar we paid at the store.  yeah kids shouldn't put it on their head, but mine did and who knows what else a kid will stick it on.  the car seats, carpet, the wall etc . .it leaves a residue or if it's fabric, forget it - it's ruined.",do not put on your head!  :),0.122,0.788,0.09,-0.8579
1.0,,2014-08-24,AQ6AGWKWMTY8H,B00005BSX7,"so disappointed. got to the beach and the raft totally would not inflate. not at all.

we used an electric pump and it lay completely flat.

obviously can't recommend.",didn't inflate one bit,0.169,0.831,0.0,-0.6708
1.0,,2014-04-02,A1I1OND4HEVSA5,B00005BY8V,the fittings and machining are so poor that it wasn't fun for 5 seconds. my son was so disappointed and that leaves this father feeling angry that any company would dare to market such a poorly manufactured product.,crap that never worked,0.301,0.667,0.032,-0.9258
2.0,,2014-03-05,A227Y867EMT3C4,B00005BY8V,"i bought this for my kids for christmas. they liked it but, they don't play it. the blue robot's head is easily popped up so he always loses. all you have to do is shake it slightly and his head pops up. not fun for kids. bummer. they were excited about it at first. now it's to late to return it. it sits in the closet.","not a bad game but,",0.186,0.712,0.101,-0.7784
